"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
1008,656941,"Schwarber, Kyle",1009,99.9,0.049,0.049,0.222,0.098,0.42,0.425,0.056,3,61,80,16.2,2270,88.2,88.21,97,130,878,0,6.38,117,146,129,151,299,327,297,"-45.108","45.108","62.4","7.5",140,10,2,0,0,1,51,36.4,68,48.6,2.59784,0.39097,0.21597,-0.1879,"90.5",142,30,20,1.4285714285714286,5.85,-0.41,-0.39,2,0.586,2,"4.475",0.589,0.123,"-4.475",-0.007,-0.0030000000000000027,-0.025,-0.005,74.6,"37.8",18.70735381174226,-6.983062905223085,30.021693057491863,0.49230769230769234,34.82319638065042,34.550762183690985
971,663728,"Raleigh, Cal",971,100,0.081,0.093,0.167,0.174,0.352,0.364,0.106,7,86,84.8,19.1,2175,88,88.05,124,193,778,0,6.37,114,147,128,150,298,325,298,"-34.06","34.06","65.9","8.1",147,32,3,2,0,2,54,36.7,52,35.4,2.58199,0.43158,0.37523,-0.37523,"89.9",174,21.875,9.375,2.0408163265306123,5.74,-0.86,-0.14,2.15,0.463,3,"3.507723996",0.477,0.198,"-3.507723996",-0.025,-0.013999999999999957,-0.024,-0.012,64.2,"37.6",20.71022032651324,-12.97803717687283,34.169927322741124,0.29473684210526313,36.41394618115336,38.170099577044574
953,646240,"Devers, Rafael",953,100,0.125,0.071,0.207,0.196,0.452,0.444,0.123,7,56,78.9,14.4,2219,89.3,89.39,66,154,799,0.10000000000000853,6.42,117,147,130,152,292,325,308,"-42.946","42.946","65.6","7.9",129,30,5,1,0,1,26,20.2,67,51.9,2.32565,0.60822,0.40586,-0.34274,"89.0",110,6.666666666666667,0,0,5.79,-0.74,-0.38,2.3,0.62,0,"4.506400839",0.619,0.147,"-4.506400839",0.002,0.0010000000000000009,0.049,0.008,42.9,"38.0",15.277695307419796,-10.803201512515809,33.26135152919222,0.5333333333333333,34.06139382122619,37.101666854316434
921,621566,"Olson, Matt",921,100,0.127,0.063,0.276,0.19,0.385,0.382,0.135,8,63,75.3,10.6,2277,88.6,88.7,63,127,794,0.10000000000000853,6.41,116,147,130,152,302,329,304,"-39.519","39.519","65.7","7.8",114,29,5,2,1,0,34,29.8,47,41.2,2.54052,0.41168,0.2453,-0.15688,"89.7",97,17.24137931034483,0,0,5.79,-0.81,-0.27,2.13,0.518,0,"4.290879479",0.522,0.156,"-4.290879479",-0.008,-0.0040000000000000036,0.034,0.003,49.6,"36.8",11.78111377265367,-5.19299652741164,37.592214905053474,0.4344262295081967,35.73482537549298,35.53519908565511
919,665742,"Soto, Juan",919,100,0.054,0,0.182,0.054,0.492,0.496,0.066,2,37,64.3,-3,2260,88.9,89.01,46,75,844,0.09999999999999432,6.45,116,146,123,151,299,328,306,"-50.598","50.598","58.3","6.7",120,11,2,0,0,0,26,21.7,79,65.8,2.51266,0.42496,0.3745,-0.22817,"92.2",71,0,0,0,5.75,-0.53,-0.29,2.01,0.706,0,"5.505767138",0.71,0.072,"-5.505767138",-0.012,-0.0040000000000000036,-0.018,-0.004,61.3,"36.7",14.17622007568435,5.5914545386217265,27.408712826210913,0.6285714285714286,38.61297594230929,21.25334714174645
904,624413,"Alonso, Pete",905,99.9,0.056,0.028,0.167,0.083,0.331,0.34,0.078,4,72,82.6,-1.2,2306,88.2,88.15,94,156,748,0,6.41,108,150,123,146,304,327,296,"-30.434","30.434","68.4","7.5",125,24,2,2,0,0,48,38.4,38,30.4,2.62782,0.39866,0.19461,0.01474,"89.3",103,20.833333333333336,0,0,5.76,-0.65,0.26,2.01,0.456,0,"3.36659292",0.469,0.092,"-3.36659292",-0.022,-0.012999999999999956,-0.009,-0.009,60.3,"37.9",14.324563591212133,-6.379600418371049,35.15495677856952,0.5302013422818792,39.62845590072964,31.848321299829266
890,660271,"Ohtani, Shohei",891,99.9,0.091,0,0.261,0.091,0.356,0.353,0.078,6,66,75,9,2292,88.7,88.78,93,150,740,0.09999999999999432,6.37,119,146,131,152,301,326,306,"-34.777","34.777","65.9","8.0",121,23,6,0,0,0,43,35.5,51,42.1,2.57178,0.36824,0.26161,-0.19358,"89.6",107,8.333333333333332,0,0,5.76,-0.66,-0.23,1.97,0.5,0,"3.90752809",0.493,0.091,"-3.90752809",0.013,0.007000000000000006,0,0.003,62,"37.3",17.279938719925433,-7.441569303700867,38.2803178450506,0.30405405405405406,38.957367810601184,31.619304683262794
880,642715,"Adames, Willy",880,100,0.09,0.03,0.286,0.119,0.368,0.358,0.073,6,67,66.5,0.9,2280,88.3,88.4,113,165,715,0.10000000000000853,6.37,107,151,122,146,302,323,295,"-33.504","33.504","64.1","8.5",124,21,4,2,0,0,46,37.1,52,41.9,2.58922,0.46264,0.25462,0.03164,"88.4",76,9.523809523809524,0,0,5.87,-0.82,0.31,1.99,0.508,0,"3.807272727",0.503,0.081,"-3.807272727",0.017,0.0050000000000000044,0.038,0.01,68.5,"38.7",20.937850539537557,-8.936808654343736,36.296895199655374,0.3231707317073171,42.64574818775824,35.4572528593042
864,695578,"Wood, James",866,99.8,0.016,0,0.077,0.016,0.297,0.316,0.041,1,63,77.3,-4.5,2273,87.7,87.79,111,150,714,0.09999999999999432,6.42,117,147,127,151,300,327,306,"-26.613","26.613","64.6","7.9",108,13,1,0,0,0,50,46.3,42,38.9,2.68731,0.32781,0.23581,-0.13622,"89.7",67,27.27272727272727,0,0,5.8,-0.6,-0.26,1.93,0.426,0,"3.080208333",0.448,0.045,"-3.080208333",-0.025,-0.02200000000000002,-0.029,-0.019,74,"36.9",14.658299594871878,-3.862128062461896,43.00821412752316,0.3108108108108108,34.84663077672972,35.50138181331373
861,682829,"De La Cruz, Elly",862,99.9,0.07,0,0.2,0.07,0.282,0.294,0.087,5,71,73,4.3,2184,87.7,87.86,106,161,700,0.20000000000000284,6.43,113,147,120,150,297,324,301,"-23.212","23.212","65.8","7.3",109,25,5,0,0,0,46,42.2,36,33,2.66527,0.35867,0.33834,-0.33827,"89.8",88,4,0,0,5.78,-0.75,-0.13,2,0.394,0,"2.695934959",0.405,0.095,"-2.695934959",-0.017,-0.01100000000000001,-0.025,-0.012,65.8,"37.5",12.961735936148877,-4.1576209063888445,35.02623861308714,0.46875,36.089010273750375,39.794468192566114
